date,HopCount,Timestamp_0,BrokerId_0,Cpu_0,Memory_0,InterArrivalTime_0,QueueLength_0,QueueTime_0,ServiceTime_0,ResponseTime_0,Throughput_0,Timestamp_1,BrokerId_1,Cpu_1,Memory_1,InterArrivalTime_1,QueueLength_1,QueueTime_1,ServiceTime_1,ResponseTime_1,Throughput_1,BrokerId_2,Cpu_2,Memory_2,InterArrivalTime_2,QueueLength_2,QueueTime_2,ServiceTime_2,ResponseTime_2,Throughput_2
2024-07-31 15:49:23,2.0,6.067548799999997,2.0,100.486257,33906688,1.035105,6,6.080960,1.164396,7.245356,0.138019,0.0,3.0,100.428940,33452032,0.521741,47,26.692222,0.914569,27.606791,0.036223,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:24,2.0,6.324009200000006,2.0,100.479268,33918976,1.054384,6,6.338882,1.171928,7.510809,0.133141,0.0,3.0,100.411311,33513472,0.536905,49,27.604963,0.916974,28.521937,0.035061,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:25,2.0,7.271027700000005,2.0,100.476507,33939456,1.054384,5,7.276689,1.173270,8.449959,0.118344,0.0,4.0,100.193157,32632832,0.895145,17,17.011620,1.155180,18.166800,0.055045,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:26,2.0,6.959921999999992,2.0,100.484866,33955840,1.054384,4,6.973795,1.165744,8.139539,0.122857,0.0,1.0,100.187241,31625216,0.730356,34,23.889841,1.156098,25.045939,0.039927,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:27,2.0,7.992049999999992,2.0,100.480115,33959936,1.078297,5,8.007923,1.159236,9.167158,0.109085,0.0,3.0,100.419412,33525760,0.540126,50,29.431955,0.914087,30.346042,0.032953,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:28,2.0,8.128879400000002,2.0,100.470226,33964032,1.035041,8,8.144752,1.164661,9.309413,0.107418,0.0,1.0,100.179158,31694848,0.730356,33,25.048890,1.162446,26.211336,0.038151,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:29,3.0,8.434375199999991,2.0,100.480154,33968128,1.033236,8,8.442037,1.164054,9.606091,0.104101,16.609014600000002,4.0,100.246513,33005568,0.887675,18,16.612737,1.163536,17.776273,0.056255,5.0,100.047402,28655616,1.127285,4,3.878645,1.160110,5.038755,0.198462
2024-07-31 15:49:30,0.0,0.0,0.0,100.46955027746473,34000896,1.033236,7,8.442037,1.160992,9.603029,0.104134,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:31,2.0,7.279977200000005,2.0,100.457383,34000896,1.034924,8,7.285638,1.160992,8.446630,0.118390,0.0,4.0,100.243457,33517568,0.889441,19,17.404459,1.155715,18.560174,0.053879,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:32,2.0,5.354363399999997,2.0,100.450714,34000896,1.034924,7,5.367236,1.167347,6.534584,0.153032,0.0,3.0,100.400575,33583104,0.562015,50,31.309280,0.914341,32.223621,0.031033,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:33,2.0,5.834061700000007,2.0,100.454157,34000896,1.034924,6,5.847310,1.157832,7.005142,0.142752,0.0,1.0,100.157052,31875072,0.730268,35,26.579248,1.161467,27.740715,0.036048,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:34,2.0,6.763930500000001,2.0,100.448422,33980416,1.034924,5,6.777803,1.163066,7.940869,0.125931,0.0,3.0,100.391527,33587200,0.562015,49,32.218246,0.918437,33.136682,0.030178,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:35,3.0,7.2622558999999995,2.0,100.434984,34054144,1.085716,5,7.269413,1.158198,8.427611,0.118658,17.804678199999998,4.0,100.228363,33579008,0.891611,20,17.807374,1.163473,18.970847,0.052712,5.0,100.034934,29278208,1.130303,4,4.249689,1.159487,5.409176,0.184871
2024-07-31 15:49:36,2.0,8.171528600000002,2.0,100.442341,34369536,1.072724,6,8.184401,1.164317,9.348717,0.106967,0.0,3.0,100.376058,33595392,0.565574,50,33.132335,0.909173,34.041508,0.029376,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:37,0.0,0.0,0.0,100.42979534841669,34385920,1.059941,6,8.184401,1.158503,9.342904,0.107033,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:38,2.0,9.313960999999992,2.0,100.435049,34385920,1.045037,8,9.329294,1.158503,10.487797,0.095349,0.0,1.0,100.153242,31903744,0.742964,36,27.734371,1.159155,28.893526,0.034610,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:39,2.0,9.579424000000003,2.0,100.418937,34426880,1.043392,8,9.594296,1.156801,10.751096,0.093014,0.0,3.0,100.378232,33619968,0.566769,50,34.048186,0.916745,34.964931,0.028600,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:40,2.0,9.587401,2.0,100.427700,34435072,1.041783,8,9.593062,1.165203,10.758265,0.092952,0.0,4.0,100.234038,33615872,0.894130,20,18.967814,1.162587,20.130401,0.049676,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:41,2.0,5.8540947000000045,2.0,100.409426,34447360,1.041783,7,5.866968,1.160553,7.027521,0.142298,0.0,1.0,100.157713,32104448,0.742785,40,29.275143,1.153441,30.428584,0.032864,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:42,2.0,6.120927800000004,2.0,100.414194,34492416,1.041783,6,6.128579,1.170541,7.299120,0.137003,0.0,4.0,100.252011,33677312,0.894531,21,19.356494,1.166031,20.522525,0.048727,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:43,2.0,7.014464599999997,2.0,100.407663,34500608,1.066261,7,7.029338,1.161453,8.190790,0.122088,0.0,1.0,100.151682,32206848,0.738819,40,30.433621,1.167548,31.601168,0.031644,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:44,0.0,0.0,0.0,100.39981974684936,34500608,1.066261,6,7.029338,1.156927,8.186265,0.122156,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
